gene_id	symbol	SNPs
81573	ANKRD13C	0
11147	HHLA3	0
431707	LHX8	0
34	ACADM	0
5876	RABGGTB	0
692085	SNORD45C	0
26805	SNORD45A	0
26804	SNORD45B	0
127247	ASB17	0
9629	CLCA3P	0
51100	SH3GLB1	0
9403	SEP15	0
23507	LRRC8B	0
400761	FLJ27354	0
84230	LRRC8C	0
55144	LRRC8D	0
492303	GEMIN8P4	0
284695	ZNF326	0
676	BRDT	0
253152	EPHX4	0
400765	MIR137HG	0
100616452	MIR2682	0
406928	MIR137	0
51375	SNX7	0
23443	SLC35A3	0
8556	CDC14A	0
54112	GPR88	0
2135	EXTL2	0
94236	DNAJA1P5	0
653149	NBPF6	0
55791	LRIF1	0
128338	DRAM2	0
5016	OVGP1	0
79084	WDR77	0
515	ATP5F1	0
9860	LRIG2	0
643441	LOC643441	0
10717	AP4B1	0
64858	DCLRE1B	0
4808	NHLH2	0
914	CD2	0
51179	HAO2	0
3284	HSD3B2	0
3283	HSD3B1	0
83998	REG4	0
653820	FAM72B	0
337875	HIST2H2BA	0
2210	FCGR1B	0
100996712	SRGAP2D	0
647121	EMBP1	0
100874392	ANKRD20A12P	0
100286793	LINC00875	0
100130000	LOC100130000	0
644591	PPIAL4G	0
728833	FAM72D	0
728875	LOC728875	0
767846	PFN1P2	0
9659	PDE4DIP	0
9554	SEC22B	0
148738	HFE2	0
10628	TXNIP	0
11126	CD160	0
5174	PDZK1	0
653519	GPR89A	0
100288805	HYDIN2	0
149013	NBPF12	0
728989	LOC728989	0
644861	NBPF13P	0
2703	GJA8	0
51463	GPR89B	0
388685	FLJ39739	0
25832	NBPF14	0
645142	PPIAL4D	0
284565	NBPF15	0
730262	PPIAL4E	0
728936	NBPF16	0
728945	PPIAL4F	0
645166	LOC645166	0
388692	LOC388692	0
100132417	FCGR1C	0
57234	LINC00869	0
440689	HIST2H2BF	0
2209	FCGR1A	0
653604	HIST2H3D	0
11311	VPS45	0
54460	MRPS21	0
8991	SELENBP1	0
5692	PSMB4	0
23126	POGZ	0
81609	SNX27	0
11189	CELF3	0
284485	RIIAD1	0
54544	CRCT1	0
353145	LCE3E	0
163778	SPRR4	0
6698	SPRR1A	0
6707	SPRR3	0
6699	SPRR1B	0
6703	SPRR2D	0
6701	SPRR2B	0
149018	LELP1	0
574414	PRR9	0
338324	S100A7A	0
645922	S100A7L2	0
51043	ZBTB7B	0
127579	DCST2	0
149095	DCST1	0
100505666	LOC100505666	0
8751	ADAM15	0
1944	EFNA3	0
2630	GBAP1	0
2629	GBA	0
10712	FAM189B	0
10067	SCAMP3	0
1196	CLK2	0
57657	HCN3	0
645676	ASH1L-AS1	0
55154	MSTO1	0
55249	YY1AP1	0
7818	DAP3	0
100129405	MSTO2P	0
9673	SLC25A44	0
100527963	PMF1-BGLAP	0
632	BGLAP	0
79957	PAQR6	0
23381	SMG5	0
84283	TMEM79	0
112770	C1orf85	0
391104	VHLL	0
83416	FCRL5	0
83417	FCRL4	0
115352	FCRL3	0
79368	FCRL2	0
115350	FCRL1	0
922	CD5L	0
913	CD1E	0
128360	OR10T2	0
56833	SLAMF8	0
284677	C1orf204	0
5824	PEX19	0
474338	SUMO1P3	0
114836	SLAMF6	0
8832	CD84	0
4063	LY9	0
50848	F11R	0
100131187	TSTD1	0
257177	C1orf192	0
9103	FCGR2C	0
3311	HSPA7	0
2215	FCGR3B	0
51478	HSD17B7	0
149297	FAM78B	0
100126349	MIR921	0
6402	SELL	0
2329	FMO4	0
7151	TOP1P1	0
8674	VAMP4	0
51603	METTL13	0
7292	TNFSF4	0
55157	DARS2	0
100506046	GAS5-AS1	0
60674	GAS5	0
26769	SNORD81	0
26802	SNORD47	0
26774	SNORD80	0
26770	SNORD79	0
692198	SNORD78	0
26806	SNORD44	0
692197	SNORD77	0
692196	SNORD76	0
692195	SNORD75	0
619498	SNORD74	0
84614	ZBTB37	0
462	SERPINC1	0
149041	RC3H1	0
27101	CACYBP	0
100302401	RASAL2-AS1	0
9068	ANGPTL1	0
9917	FAM20B	0
64222	TOR3A	0
163590	TOR1AIP2	0
5768	QSOX1	0
200058	FLJ23867	0
100423032	MIR3121	0
57710	KIAA1614	0
10228	STX6	0
3140	MR1	0
51278	IER5	0
284648	LOC284648	0
80896	NPL	0
1660	DHX9	0
4688	NCF2	0
10092	ARPC5	0
403314	APOBEC4	0
80267	EDEM3	0
81627	TRMT1L	0
54953	C1orf27	0
10896	OCLM	0
5132	PDC	0
64407	RGS18	0
431704	RGS21	0
51022	GLRX2	0
100302163	MIR1278	0
8707	B3GALT2	0
100616363	MIR4735	0
23528	ZNF281	0
100847050	MIR5191	0
51094	ADIPOR1	0
284573	LINC00303	0
3814	KISS1	0
127845	GOLT1A	0
729533	FAM72A	0
553	AVPR1B	0
440712	C1orf186	0
1510	CTSE	0
29949	IL19	0
50604	IL20	0
11009	IL24	0
9214	FAIM3	0
5284	PIGR	0
642587	MIR205HG	0
406988	MIR205	0
1063	CENPF	0
55699	IARS2	0
406997	MIR215	0
406969	MIR194-1	0
29097	CNIH4	0
163859	SDE2	0
3020	H3F3A	0
440926	H3F3AP4	0
401983	ZNF847P	0
7483	WNT9A	0
100847072	MIR5008	0
58480	RHOU	0
5867	RAB4A	0
10638	SPHAR	0
126731	CCSAP	0
149371	EXOC8	0
83932	SPRTN	0
645339	SNRPD2P2	0
84284	NTPCR	0
100616224	MIR4753	0
2786	GNG4	0
4548	MTR	0
645745	MT1HL1	0
440738	MAP1LC3C	0
731275	LOC731275	0
100616343	MIR4677	0
116228	COX20	0
284702	HNRNPU-AS1	0
3192	HNRNPU	0
79862	ZNF669	0
388759	C1orf229	0
7678	ZNF124	0
100500849	MIR3916	0
81470	OR2G2	0
81469	OR2G3	0
391192	OR2L3	0
388762	OR2M1P	0
127064	OR2T12	0
401992	OR2T2	0
343173	OR2T3	0
127069	OR2T10	0
127077	OR2T11	0
79894	ZNF672	0
55657	ZNF692	0
267002	PGBD2	0
347688	TUBB8	0
100847086	MIR5699	0
282980	LINC00700	0
10276	NET1	0
254312	LINC00710	0
644890	MEIG1	0
414149	ACBD7	0
55301	OLAH	0
221060	C10orf111	0
10557	RPP38	0
100128511	NEBL-AS1	0
340900	EBLN1	0
100130992	LOC100130992	0
100532731	COMMD3-BMI1	0
648	BMI1	0
9576	SPAG6	0
100499489	LOC100499489	0
256297	PTF1A	0
100128811	GPR158-AS1	0
84930	MASTL	0
22931	RAB18	0
25805	BAMBI	0
693189	MIR604	0
55149	MTPAP	0
119180	LYZL2	0
220930	ZEB1-AS1	0
6935	ZEB1	0
219771	CCNY	0
100288485	MTRNR2L7	0
285961	SEPT7P9	0
399744	LOC399744	0
399746	ACTR3BP5	0
100847014	MIR5100	0
55454	CSGALNACT2	0
119016	AGAP4	0
414241	FAM35BP	0
83849	SYT15	0
9721	GPRIN2	0
5540	NPY4R	0
643650	LINC00842	0
728643	HNRNPA1P33	0
439965	FAM35DP	0
1517	CTSL1P2	0
728798	FRMPD2P1	0
399753	LOC399753	0
143162	FRMPD2	0
101243544	ERCC6-PGBD3	0
6572	SLC18A3	0
728404	AGAP8	0
728407	LOC728407	0
653268	AGAP7	0
653308	ASAH2B	0
100463289	MTRNR2L5	0
11130	ZWINT	0
253430	IPMK	0
55847	CISD1	0
7321	UBE2D1	0
7019	TFAM	0
728640	FAM133CP	0
305	ANXA2P3	0
55749	CCAR1	0
692211	SNORD98	0
219736	STOX1	0
79009	DDX50	0
9188	DDX21	0
1979	EIF4EBP2	0
4838	NODAL	0
219793	TBATA	0
8879	SGPL1	0
5092	PCBD1	0
728978	UNC5B-AS1	0
414152	C10orf105	0
64115	C10orf54	0
54541	DDIT4	0
90550	MCU	0
100616286	MIR4676	0
170392	OIT3	0
23234	DNAJC9	0
51021	MRPS16	0
414245	DNAJC9-AS1	0
5532	PPP3CB	0
159195	USP54	0
170384	FUT11	0
118487	CHCHD1	0
23053	ZSWIM8	0
8509	NDST2	0
84858	ZNF503	0
100128292	DLG5-AS1	0
11128	POLR3A	0
6229	RPS24	0
729238	SFTPA2	0
653509	SFTPA1	0
650623	BEND3P3	0
4143	MAT1A	0
143241	DYDC1	0
84332	DYDC2	0
27069	GHITM	0
387695	C10orf99	0
54462	CCSER2	0
2746	GLUD1	0
54537	FAM35A	0
728190	NUTM2A-AS1	0
728118	NUTM2A	0
439994	LOC439994	0
728130	NUTM2D	0
728218	LINC00864	0
283011	FLJ37201	0
9585	KIF20B	0
27063	ANKRD1	0
143282	FGFBP3	0
9044	BTAF1	0
3070	HELLS	0
29760	BLNK	0
1791	DNTT	0
93377	OPALIN	0
7479	WNT8B	0
25956	SEC31B	0
4714	NDUFB8	0
55662	HIF1AN	0
57715	SEMA4G	0
693193	MIR608	0
84545	MRPL43	0
56652	C10orf2	0
84445	LZTS2	0
79955	PDZD7	0
81855	SFXN3	0
81621	KAZALD1	0
2253	FGF8	0
10360	NPM3	0
10724	MGEA5	0
100289509	LOC100289509	0
30819	KCNIP2	0
9446	GSTO1	0
100616323	MIR4482-1	0
119391	GSTO2	0
1847	DUSP5	0
840	CASP7	0
79949	PLEKHS1	0
100616162	MIR4483	0
100302224	MIR2110	0
56165	TDRD1	0
374355	CCDC172	0
119548	PNLIPRP3	0
5406	PNLIP	0
22841	RAB11FIP2	0
255082	CASC2	0
340719	NANOS1	0
79892	MCMBP	0
55717	WDR11	0
196792	FAM24B	0
399818	METTL10	0
23172	FAM175B	0
283038	LOC283038	0
399821	FLJ37035	0
26098	C10orf137	0
118856	MMP21	0
7390	UROS	0
100616327	MIR4484	0
56647	BCCIP	0
55760	DHX32	0
387723	LOC387723	0
119437	CTAGE7P	0
399827	FLJ46300	0
170394	PWWP2B	0
170393	C10orf91	0
399829	LOC399829	0
653548	DUX4L3	0
100133161	LOC100133161	0
10410	IFITM3	0
338707	B4GALNT4	0
11187	PKP3	0
3265	HRAS	0
54472	TOLLIP	0
255512	TOLLIP-AS1	0
6150	MRPL23	0
100133545	MRPL23-AS1	0
283120	H19	0
100033819	MIR675	0
7748	ZNF195	0
650368	LOC650368	0
10821	OR7E12P	0
143496	OR52B4	0
256892	OR51F1	0
119695	OR52R1	0
119694	OR51F2	0
119692	OR51S1	0
56547	MMP26	0
119682	OR51L1	0
119679	OR52J3	0
120775	OR2D3	0
283298	OLFML1	0
56676	ASCL3	0
56674	TMEM9B	0
493900	TMEM9B-AS1	0
677808	SNORA23	0
644656	LOC644656	0
796	CALCA	0
797	CALCB	0
387755	INSC	0
494141	LOC494141	0
100528017	SAA2-SAA4	0
6289	SAA2	0
6288	SAA1	0
11234	HPS5	0
2965	GTF2H1	0
144110	TMEM86A	0
283284	IGSF22	0
84867	PTPN5	0
120237	DBX1	0
258010	SVIP	0
387758	FIBIN	0
81930	KIF18A	0
693195	MIR610	0
196074	METTL15	0
120534	ARL14EP	0
10480	EIF3M	0
493860	CCDC73	0
10114	HIPK3	0
55226	NAT10	0
5896	RAG1	0
5897	RAG2	0
119710	C11orf74	0
100616368	MIR4688	0
4192	MDK	0
283254	HARBI1	0
283092	OR4C13	0
283093	OR4C12	0
79097	TRIM48	0
81300	OR4P4	0
219431	OR4S2	0
219432	OR4C6	0
26338	OR5L2	0
390144	OR5D16	0
219447	OR5AS1	0
390154	OR5T3	0
219482	OR5M3	0
219484	OR5M8	0
219487	OR5M11	0
390167	OR5M10	0
390181	OR5AK2	0
219525	OR5AK4P	0
219957	OR9Q2	0
219968	OR5B21	0
390195	OR5AN1	0
390199	OR4D9	0
100422880	MIR3162	0
81343	OR10V2P	0
6809	STX3	0
54948	MRPL16	0
2694	GIF	0
6947	TCN1	0
219990	PLAC1L	0
932	MS4A3	0
2206	MS4A2	0
64231	MS4A6A	0
51338	MS4A4A	0
245802	MS4A6E	0
503497	MS4A13	0
283197	LINC00301	0
83661	MS4A8	0
27339	PRPF19	0
79073	TMEM109	0
54972	TMEM132A	0
55048	VPS37C	0
643834	PGA3	0
643847	PGA4	0
5222	PGA5	0
220001	VWCE	0
1642	DDB1	0
26007	DAK	0
220002	CYB561A3	0
51524	TMEM138	0
51259	TMEM216	0
79869	CPSF7	0
10648	SCGB1D1	0
4246	SCGB2A1	0
10647	SCGB1D2	0
100534595	HNRNPUL2-BSCL2	0
2785	GNG3	0
221092	HNRNPUL2	0
283237	TTC9C	0
79842	ZBTB3	0
5436	POLR2G	0
10629	TAF6L	0
374395	TMEM179B	0
79064	TMEM223	0
10482	NXF1	0
6811	STX5	0
54663	WDR74	0
23642	SNHG1	0
9304	SNORD22	0
9298	SNORD31	0
9299	SNORD30	0
9297	SNORD29	0
9300	SNORD28	0
9301	SNORD27	0
9302	SNORD26	0
9303	SNORD25	0
6520	SLC3A2	0
1128	CHRM1	0
9356	SLC22A6	0
114571	SLC22A9	0
117245	HRASLS5	0
10963	STIP1	0
83706	FERMT3	0
83707	TRPT1	0
84304	NUDT22	0
3338	DNAJC4	0
7423	VEGFB	0
2286	FKBP2	0
26472	PPP1R14B	0
5331	PLCB3	0
572	BAD	0
56834	GPR137	0
50801	KCNK4	0
25858	TEX40	0
2101	ESRRA	0
51504	TRMT112	0
25824	PRDX5	0
116071	BATF2	0
100528018	ARL2-SNX15	0
29901	SAC3D1	0
10004	NAALADL1	0
113130	CDCA5	0
7542	ZFPL1	0
100130348	LOC100130348	0
738	VPS51	0
7108	TM7SF2	0
741	ZNHIT2	0
2197	FAU	0
740	MRPL49	0
84447	SYVN1	0
5977	DPF2	0
220359	TIGD3	0
283130	SLC25A45	0
83786	FRMD8	0
10524	KAT5	0
84153	RNASEH2C	0
9092	SART1	0
84285	EIF1AD	0
8815	BANF1	0
1474	CST6	0
117144	CATSPER1	0
89792	GAL3ST3	0
10992	SF3B2	0
79703	C11orf80	0
22992	KDM2A	0
2950	GSTP1	0
645332	FAM86C2P	0
81622	UNC93B1	0
51111	SUV420H1	0
51083	GAL	0
100313770	MIR548K	0
220070	SHANK2-AS3	0
100500844	MIR3664	0
100129216	LOC100129216	0
100422953	MIR3165	0
220074	LRTOMT	0
55004	LAMTOR1	0
25906	ANAPC15	0
2352	FOLR3	0
374407	DNAJB13	0
7351	UCP2	0
7352	UCP3	0
100507050	TPBGL	0
84649	DGAT2	0
220032	GDPD4	0
220382	FAM181B	0
220042	C11orf82	0
100379250	SNORA70E	0
60492	CCDC90B	0
57093	TRIM49	0
642569	TRIM53AP	0
642446	TRIM64B	0
729384	TRIM49D2P	0
120146	TRIM64	0
642612	TRIM49C	0
642623	UBTFL1	0
100616186	MIR4490	0
85459	KIAA1731	0
619383	SCARNA9	0
79101	TAF1D	0
654320	SNORA8	0
692072	SNORD5	0
677805	SNORA18	0
100302240	MIR1304	0
677822	SNORA40	0
28970	C11orf54	0
24145	PANX1	0
390243	FOLR4	0
10888	GPR83	0
4361	MRE11A	0
54851	ANKRD49	0
154810	AMOTL1	0
51503	CWC15	0
143684	FAM76B	0
9702	CEP57	0
83935	TMEM133	0
100500823	MIR3920	0
330	BIRC3	0
838	CASP5	0
834	CASP1	0
114769	CARD16	0
440068	CARD17	0
84437	MSANTD4	0
160140	C11orf65	0
5962	RDX	0
100616330	MIR4491	0
5450	POU2AF1	0
5519	PPP2R1B	0
79796	ALG9	0
91893	FDXACB1	0
64776	C11orf1	0
1737	DLAT	0
120379	PIH1D2	0
55216	C11orf57	0
26521	TIMM8B	0
6392	SDHD	0
10205	MPZL2	0
4297	KMT2A	0
643	CXCR5	0
283149	BCL9L	0
100616376	MIR4492	0
64137	ABCG4	0
79671	NLRX1	0
79849	PDZD3	0
283152	CCDC153	0
867	CBL	0
4162	MCAM	0
79102	RNF26	0
83552	MFRP	0
9099	USP2	0
100499227	LOC100499227	0
7070	THY1	0
406911	MIR125B1	0
390261	OR6M1	0
338661	TMEM225	0
338662	OR8D4	0
219875	OR4D5	0
219874	OR6T1	0
219873	OR10S1	0
283159	OR8D1	0
283160	OR8D2	0
26595	OR8B2	0
390271	OR8B3	0
283162	OR8B4	0
26493	OR8B8	0
219858	OR8B12	0
390275	OR8A1	0
116337	PANX3	0
84897	TBRG1	0
54414	SIAE	0
1111	CHEK1	0
56	ACRV1	0
6768	ST14	0
29068	ZBTB44	0
112936	VPS26B	0
29087	THYN1	0
27034	ACAD8	0
112937	GLB1L3	0
89944	GLB1L2	0
27087	B3GAT1	0
100288778	LOC100288778	0
677784	FAM138D	0
654429	LRTM2	0
100652846	CACNA1C-AS1	0
83714	NRIP2	0
57121	LPAR5	0
84519	ACRBP	0
51147	ING4	0
8078	USP5	0
7167	TPI1	0
84727	SPSB2	0
283345	RPL13P5	0
171220	DSTNP2	0
10233	LRRC23	0
5830	PEX5	0
341392	ACSM4	0
642559	POU5F1P3	0
440077	ZNF705A	0
440078	FAM66C	0
55138	FAM90A1	0
653113	FAM86FP	0
389634	LINC00937	0
93978	CLEC6A	0
338339	CLEC4D	0
26253	CLEC4E	0
57379	AICDA	0
10219	KLRG1	0
253128	LINC00612	0
144571	A2M-AS1	0
2	A2M	0
51266	CLEC1B	0
387837	CLEC12B	0
120939	TMEM52B	0
23710	GABARAPL1	0
3824	KLRD1	0
3821	KLRC1	0
55110	MAGOHB	0
55359	STYK1	0
8531	YBX3	0
50837	TAS2R7	0
50836	TAS2R8	0
50835	TAS2R9	0
50839	TAS2R10	0
259293	TAS2R30	0
100129361	LOC100129361	0
353164	TAS2R42	0
93164	HTR7P1	0
283422	C12orf36	0
2984	GUCY2C	0
85004	RERG	0
5800	PTPRO	0
51026	GOLT1B	0
100126320	MIR920	0
100506451	RASSF8-AS1	0
51067	YARS2	0
55605	KIF21A	0
51054	PLEKHA8P1	0
6090	RNY5	0
9169	SCAF11	0
54407	SLC38A2	0
100616486	MIR4698	0
100233209	PCED1B-AS1	0
387856	C12orf68	0
121275	OR10AD1	0
341567	H1FNT	0
121274	ZNF641	0
23519	ANP32D	0
121273	C12orf54	0
341568	OR8S1	0
3906	LALBA	0
25766	PRPF40B	0
91010	FMNL3	0
466	ATF1	0
4891	SLC11A2	0
25875	LETMD1	0
81566	CSRNP2	0
160622	GRASP	0
3164	NR4A1	0
60673	C12orf44	0
3854	KRT6B	0
286887	KRT6C	0
374454	KRT77	0
3875	KRT18	0
53831	GPR84	0
58158	NEUROD4	0
441639	OR9K2	0
341418	OR6C4	0
121129	OR2AP1	0
506	ATP5B	0
692090	SNORD59B	0
26789	SNORD59A	0
10329	TMEM5	0
23329	TBC1D30	0
23592	LEMD3	0
84298	LLPH	0
51643	TMBIM4	0
11213	IRAK3	0
92797	HELB	0
55832	CAND1	0
50616	IL22	0
5908	RAP1B	0
100379132	SNORA70G	0
100507250	LOC100507250	0
11052	CPSF6	0
100302182	MIR1279	0
83591	THAP2	0
55266	TMEM19	0
23011	RAB21	0
729633	MRS2P2	0
84698	CAPS2	0
256710	GLIPR1L1	0
144321	GLIPR1L2	0
11010	GLIPR1	0
11103	KRR1	0
22822	PHLDA1	0
4673	NAP1L1	0
4618	MYF6	0
4617	MYF5	0
55117	SLC6A15	0
100616215	MIR548AL	0
400058	MKRN9P	0
160418	TMTC3	0
196477	CCER1	0
1833	EPYC	0
694	BTG1	0
574016	CLLU1OS	0
440107	PLEKHG7	0
8411	EEA1	0
144486	CCDC41-AS1	0
406926	MIR135A2	0
100422924	MIR4303	0
84102	SLC41A2	0
100505978	LOC100505978	0
11108	PRDM4	0
121549	ASCL4	0
4939	OAS2	0
84934	C12orf52	0
115811	IQCD	0
53373	TPCN1	0
80024	SLC24A6	0
196463	PLBD2	0
10993	SDS	0
113675	SDSL	0
64211	LHX5	0
79794	C12orf49	0
8739	HRK	0
100507066	LOC100507066	0
9735	KNTC1	0
353116	RILPL1	0
100500909	MIR3908	0
100190940	LOC100190940	0
5901	RAN	0
57634	EP400	0
677829	SNORA49	0
347918	EP400NL	0
317781	DDX51	0
79050	NOC4L	0
50614	GALNT9	0
100130238	LOC100130238	0
7574	ZNF26	0
7637	ZNF84	0
7699	ZNF140	0
101060200	ZNF891	0
8100	IFT88	0
53342	IL17D	0
650794	MIPEPP3	0
646201	BASP1P1	0
100874231	SPATA13-AS1	0
9818	NUPL1	0
6144	RPL21	0
26771	SNORD102	0
619499	SNORA27	0
387496	RASL11A	0
100288730	PAN3-AS1	0
283537	SLC46A3	0
728591	CCDC169	0
5994	RFXAP	0
100874147	LINC00366	0
387921	NHLRC3	0
100313896	MIR320D1	0
10240	MRPS31	0
10166	SLC25A15	0
693206	MIR621	0
89890	KBTBD6	0
84078	KBTBD7	0
9617	MTRF1	0
100506759	OR7E37P	0
28984	RGCC	0
144817	LINC00330	0
55425	KIAA1704	0
2963	GTF2F2	0
386618	KCTD4	0
7178	TPT1	0
677814	SNORA31	0
100509894	CPB2-AS1	0
1361	CPB2	0
2098	ESD	0
8803	SUCLA2	0
55270	NUDT15	0
29079	MED4	0
100873965	MED4-AS1	0
100862704	LINC00441	0
5925	RB1	0
10161	LPAR6	0
1102	RCBTB2	0
100129597	LINC00462	0
2862	MLNR	0
115761	ARL11	0
84650	EBPL	0
540	ATP7B	0
9724	UTP14C	0
341676	NEK5	0
220115	TPTE2P3	0
144983	HNRNPA1L2	0
100846996	MIR5007	0
100874195	DIAPH3-AS1	0
647288	CTAGE11P	0
100874212	MYCBP2-AS1	0
100500861	MIR3665	0
100874175	LINC00446	0
5457	POU4F1	0
26050	SLITRK5	0
100874187	LINC00559	0
100873973	GPC6-AS2	0
27199	OXGR1	0
100131561	FKSG29	0
693208	MIR623	0
100422861	MIR4306	0
100885777	PCCA-AS1	0
87769	GGACT	0
100616239	MIR4705	0
100130386	LINC00552	0
348013	TMEM255B	0
650669	GAS6-AS1	0
2621	GAS6	0
100506394	LOC100506394	0
100861555	LINC00565	0
440153	OR11H12	0
642426	LOC642426	0
404785	POTEG	0
101101776	LOC101101776	0
641455	POTEM	0
79334	OR11H2	0
441669	OR4Q3	0
441670	OR4M1	0
390429	OR4N2	0
390431	OR4K2	0
55147	RBM23	0
10419	PRMT5	0
54930	HAUS4	0
100616424	MIR4707	0
9985	REC8	0
79711	IPO4	0
1511	CTSG	0
2999	GZMH	0
3002	GZMB	0
4857	NOVA1	0
100505967	LINC00645	0
84837	ARHGAP5-AS1	0
112399	EGLN3	0
100129794	SLC25A21-AS1	0
145282	MIPOL1	0
8487	GEMIN2	0
122553	TRAPPC6B	0
122525	C14orf28	0
54813	KLHL28	0
23116	FAM179B	0
55015	PRPF39	0
100113389	SNORD127	0
2287	FKBP3	0
57697	FANCM	0
55320	MIS18BP1	0
382	ARF6	0
79609	METTL21D	0
6655	SOS2	0
79944	L2HGDH	0
27109	ATP5S	0
8814	CDKL1	0
283554	GPR137C	0
2764	GMFB	0
122809	SOCS4	0
93487	MAPK1IP1L	0
3958	LGALS3	0
